Entry_ID,State Patient Number,Date Announced,Age Bracket,Gender,,Detected District,Detected State,State code,Num Cases,Current Status,Contracted from which Patient (Suspected),Notes,Source_1,Source_2,Source_3,Nationality,Type of transmission,Status Change Date,Patient Number
727073,,28/07/2021,,,,,,,,,,,,,,,,,
727074,,28/07/2021,,,,,,,,,,,,,,,,,
727075,,28/07/2021,,,,,,,,,,,,,,,,,
727076,,28/07/2021,,,,,,,,,,,,,,,,,
727077,,28/07/2021,,,,,,,,,,,,,,,,,
727078,,28/07/2021,,,,,,,,,,,,,,,,,
727079,,28/07/2021,,,,,,,,,,,,,,,,,
727080,,28/07/2021,,,,,,,,,,,,,,,,,
727081,,28/07/2021,,,,,,,,,,,,,,,,,
727082,,28/07/2021,,,,,,,,,,,,,,,,,
727083,,28/07/2021,,,,,,,,,,,,,,,,,
727084,,28/07/2021,,,,,,,,,,,,,,,,,
727085,,28/07/2021,,,,,,,,,,,,,,,,,
727086,,28/07/2021,,,,,,,,,,,,,,,,,
727087,,28/07/2021,,,,,,,,,,,,,,,,,
727088,,28/07/2021,,,,,,,,,,,,,,,,,
727089,,28/07/2021,,,,,,,,,,,,,,,,,
727090,,28/07/2021,,,,,,,,,,,,,,,,,
727091,,28/07/2021,,,,,,,,,,,,,,,,,
727092,,28/07/2021,,,,,,,,,,,,,,,,,
727093,,28/07/2021,,,,,,,,,,,,,,,,,
727094,,28/07/2021,,,,,,,,,,,,,,,,,
727095,,28/07/2021,,,,,,,,,,,,,,,,,
727096,,28/07/2021,,,,,,,,,,,,,,,,,
727097,,28/07/2021,,,,,,,,,,,,,,,,,
727098,,28/07/2021,,,,,,,,,,,,,,,,,
727099,,28/07/2021,,,,,,,,,,,,,,,,,
727100,,28/07/2021,,,,,,,,,,,,,,,,,
727101,,28/07/2021,,,,,,,,,,,,,,,,,
727102,,28/07/2021,,,,,,,,,,,,,,,,,
727103,,28/07/2021,,,,,,,,,,,,,,,,,
727104,,28/07/2021,,,,,,,,,,,,,,,,,
727105,,28/07/2021,,,,,,,,,,,,,,,,,
727106,,28/07/2021,,,,,,,,,,,,,,,,,
727107,,28/07/2021,,,,,,,,,,,,,,,,,
727108,,28/07/2021,,,,,,,,,,,,,,,,,
727109,,28/07/2021,,,,,,,,,,,,,,,,,
727110,,28/07/2021,,,,,,,,,,,,,,,,,
727111,,28/07/2021,,,,,,,,,,,,,,,,,
727112,,28/07/2021,,,,,,,,,,,,,,,,,
727113,,28/07/2021,,,,,,,,,,,,,,,,,
727114,,28/07/2021,,,,,,,,,,,,,,,,,
727115,,28/07/2021,,,,,,,,,,,,,,,,,
727116,,28/07/2021,,,,,,,,,,,,,,,,,
727117,,28/07/2021,,,,,,,,,,,,,,,,,
727118,,28/07/2021,,,,,,,,,,,,,,,,,
727119,,28/07/2021,,,,,,,,,,,,,,,,,
727120,,28/07/2021,,,,,,,,,,,,,,,,,
727121,,28/07/2021,,,,,,,,,,,,,,,,,
727122,,28/07/2021,,,,,,,,,,,,,,,,,
727123,,28/07/2021,,,,,,,,,,,,,,,,,
727124,,28/07/2021,,,,,,,,,,,,,,,,,
727125,,28/07/2021,,,,,,,,,,,,,,,,,
727126,,28/07/2021,,,,,,,,,,,,,,,,,
727127,,28/07/2021,,,,,,,,,,,,,,,,,
727128,,28/07/2021,,,,,,,,,,,,,,,,,
727129,,28/07/2021,,,,,,,,,,,,,,,,,
727130,,28/07/2021,,,,,,,,,,,,,,,,,
727131,,28/07/2021,,,,,,,,,,,,,,,,,
727132,,28/07/2021,,,,,,,,,,,,,,,,,
727133,,28/07/2021,,,,,,,,,,,,,,,,,
727134,,28/07/2021,,,,,,,,,,,,,,,,,
727135,,28/07/2021,,,,,,,,,,,,,,,,,
727136,,28/07/2021,,,,,,,,,,,,,,,,,
727137,,28/07/2021,,,,,,,,,,,,,,,,,
727138,,28/07/2021,,,,,,,,,,,,,,,,,
727139,,28/07/2021,,,,,,,,,,,,,,,,,
727140,,28/07/2021,,,,,,,,,,,,,,,,,
727141,,28/07/2021,,,,,,,,,,,,,,,,,
727142,,28/07/2021,,,,,,,,,,,,,,,,,
727143,,28/07/2021,,,,,,,,,,,,,,,,,
727144,,28/07/2021,,,,,,,,,,,,,,,,,
727145,,28/07/2021,,,,,,,,,,,,,,,,,
727146,,28/07/2021,,,,,,,,,,,,,,,,,
727147,,28/07/2021,,,,,,,,,,,,,,,,,
727148,,28/07/2021,,,,,,,,,,,,,,,,,
727149,,28/07/2021,,,,,,,,,,,,,,,,,
727150,,28/07/2021,,,,,,,,,,,,,,,,,
727151,,28/07/2021,,,,,,,,,,,,,,,,,
727152,,28/07/2021,,,,,,,,,,,,,,,,,
727153,,28/07/2021,,,,,,,,,,,,,,,,,
727154,,28/07/2021,,,,,,,,,,,,,,,,,
727155,,28/07/2021,,,,,,,,,,,,,,,,,
727156,,28/07/2021,,,,,,,,,,,,,,,,,
727157,,28/07/2021,,,,,,,,,,,,,,,,,
727158,,28/07/2021,,,,,,,,,,,,,,,,,
727159,,28/07/2021,,,,,,,,,,,,,,,,,
727160,,28/07/2021,,,,,,,,,,,,,,,,,
727161,,28/07/2021,,,,,,,,,,,,,,,,,
727162,,28/07/2021,,,,,,,,,,,,,,,,,
727163,,28/07/2021,,,,,,,,,,,,,,,,,
727164,,28/07/2021,,,,,,,,,,,,,,,,,
727165,,28/07/2021,,,,,,,,,,,,,,,,,
727166,,28/07/2021,,,,,,,,,,,,,,,,,
727167,,28/07/2021,,,,,,,,,,,,,,,,,
727168,,28/07/2021,,,,,,,,,,,,,,,,,
727169,,28/07/2021,,,,,,,,,,,,,,,,,
727170,,28/07/2021,,,,,,,,,,,,,,,,,
727171,,28/07/2021,,,,,,,,,,,,,,,,,
727172,,28/07/2021,,,,,,,,,,,,,,,,,
727173,,28/07/2021,,,,,,,,,,,,,,,,,
727174,,28/07/2021,,,,,,,,,,,,,,,,,
727175,,28/07/2021,,,,,,,,,,,,,,,,,
727176,,28/07/2021,,,,,,,,,,,,,,,,,
727177,,28/07/2021,,,,,,,,,,,,,,,,,
727178,,28/07/2021,,,,,,,,,,,,,,,,,
727179,,28/07/2021,,,,,,,,,,,,,,,,,
727180,,28/07/2021,,,,,,,,,,,,,,,,,
727181,,28/07/2021,,,,,,,,,,,,,,,,,
727182,,28/07/2021,,,,,,,,,,,,,,,,,
727183,,28/07/2021,,,,,,,,,,,,,,,,,
727184,,28/07/2021,,,,,,,,,,,,,,,,,
727185,,28/07/2021,,,,,,,,,,,,,,,,,
727186,,28/07/2021,,,,,,,,,,,,,,,,,
727187,,28/07/2021,,,,,,,,,,,,,,,,,
727188,,28/07/2021,,,,,,,,,,,,,,,,,
727189,,28/07/2021,,,,,,,,,,,,,,,,,
727190,,28/07/2021,,,,,,,,,,,,,,,,,
727191,,28/07/2021,,,,,,,,,,,,,,,,,
727192,,28/07/2021,,,,,,,,,,,,,,,,,
727193,,28/07/2021,,,,,,,,,,,,,,,,,
727194,,28/07/2021,,,,,,,,,,,,,,,,,
727195,,28/07/2021,,,,,,,,,,,,,,,,,
727196,,28/07/2021,,,,,,,,,,,,,,,,,
727197,,28/07/2021,,,,,,,,,,,,,,,,,
727198,,28/07/2021,,,,,,,,,,,,,,,,,
727199,,28/07/2021,,,,,,,,,,,,,,,,,
727200,,28/07/2021,,,,,,,,,,,,,,,,,
727201,,28/07/2021,,,,,,,,,,,,,,,,,
727202,,28/07/2021,,,,,,,,,,,,,,,,,
727203,,28/07/2021,,,,,,,,,,,,,,,,,
727204,,28/07/2021,,,,,,,,,,,,,,,,,
727205,,28/07/2021,,,,,,,,,,,,,,,,,
727206,,28/07/2021,,,,,,,,,,,,,,,,,
727207,,28/07/2021,,,,,,,,,,,,,,,,,
727208,,28/07/2021,,,,,,,,,,,,,,,,,
727209,,28/07/2021,,,,,,,,,,,,,,,,,
727210,,28/07/2021,,,,,,,,,,,,,,,,,
727211,,28/07/2021,,,,,,,,,,,,,,,,,
727212,,28/07/2021,,,,,,,,,,,,,,,,,
727213,,28/07/2021,,,,,,,,,,,,,,,,,
727214,,28/07/2021,,,,,,,,,,,,,,,,,
727215,,28/07/2021,,,,,,,,,,,,,,,,,
727216,,28/07/2021,,,,,,,,,,,,,,,,,
727217,,28/07/2021,,,,,,,,,,,,,,,,,
727218,,28/07/2021,,,,,,,,,,,,,,,,,
727219,,28/07/2021,,,,,,,,,,,,,,,,,
727220,,28/07/2021,,,,,,,,,,,,,,,,,
727221,,28/07/2021,,,,,,,,,,,,,,,,,
727222,,28/07/2021,,,,,,,,,,,,,,,,,
727223,,28/07/2021,,,,,,,,,,,,,,,,,
727224,,28/07/2021,,,,,,,,,,,,,,,,,
727225,,28/07/2021,,,,,,,,,,,,,,,,,
727226,,28/07/2021,,,,,,,,,,,,,,,,,
727227,,28/07/2021,,,,,,,,,,,,,,,,,
727228,,28/07/2021,,,,,,,,,,,,,,,,,
727229,,28/07/2021,,,,,,,,,,,,,,,,,
727230,,28/07/2021,,,,,,,,,,,,,,,,,
727231,,28/07/2021,,,,,,,,,,,,,,,,,
727232,,28/07/2021,,,,,,,,,,,,,,,,,
727233,,28/07/2021,,,,,,,,,,,,,,,,,
727234,,28/07/2021,,,,,,,,,,,,,,,,,
727235,,28/07/2021,,,,,,,,,,,,,,,,,
727236,,28/07/2021,,,,,,,,,,,,,,,,,
727237,,28/07/2021,,,,,,,,,,,,,,,,,
727238,,28/07/2021,,,,,,,,,,,,,,,,,
727239,,28/07/2021,,,,,,,,,,,,,,,,,
727240,,28/07/2021,,,,,,,,,,,,,,,,,
727241,,28/07/2021,,,,,,,,,,,,,,,,,
727242,,28/07/2021,,,,,,,,,,,,,,,,,
727243,,28/07/2021,,,,,,,,,,,,,,,,,
727244,,28/07/2021,,,,,,,,,,,,,,,,,
727245,,28/07/2021,,,,,,,,,,,,,,,,,
727246,,28/07/2021,,,,,,,,,,,,,,,,,
727247,,28/07/2021,,,,,,,,,,,,,,,,,
727248,,28/07/2021,,,,,,,,,,,,,,,,,
727249,,28/07/2021,,,,,,,,,,,,,,,,,
727250,,28/07/2021,,,,,,,,,,,,,,,,,
727251,,28/07/2021,,,,,,,,,,,,,,,,,
727252,,28/07/2021,,,,,,,,,,,,,,,,,
727253,,28/07/2021,,,,,,,,,,,,,,,,,
727254,,28/07/2021,,,,,,,,,,,,,,,,,
727255,,28/07/2021,,,,,,,,,,,,,,,,,
727256,,28/07/2021,,,,,,,,,,,,,,,,,
727257,,28/07/2021,,,,,,,,,,,,,,,,,
727258,,28/07/2021,,,,,,,,,,,,,,,,,
727259,,28/07/2021,,,,,,,,,,,,,,,,,
727260,,28/07/2021,,,,,,,,,,,,,,,,,
727261,,28/07/2021,,,,,,,,,,,,,,,,,
727262,,28/07/2021,,,,,,,,,,,,,,,,,
727263,,28/07/2021,,,,,,,,,,,,,,,,,
727264,,28/07/2021,,,,,,,,,,,,,,,,,
727265,,28/07/2021,,,,,,,,,,,,,,,,,
727266,,28/07/2021,,,,,,,,,,,,,,,,,
727267,,28/07/2021,,,,,,,,,,,,,,,,,
727268,,28/07/2021,,,,,,,,,,,,,,,,,
727269,,28/07/2021,,,,,,,,,,,,,,,,,
727270,,28/07/2021,,,,,,,,,,,,,,,,,
727271,,28/07/2021,,,,,,,,,,,,,,,,,
727272,,28/07/2021,,,,,,,,,,,,,,,,,
727273,,28/07/2021,,,,,,,,,,,,,,,,,
727274,,28/07/2021,,,,,,,,,,,,,,,,,
727275,,28/07/2021,,,,,,,,,,,,,,,,,
727276,,28/07/2021,,,,,,,,,,,,,,,,,
727277,,28/07/2021,,,,,,,,,,,,,,,,,
727278,,28/07/2021,,,,,,,,,,,,,,,,,
727279,,28/07/2021,,,,,,,,,,,,,,,,,
727280,,28/07/2021,,,,,,,,,,,,,,,,,
727281,,28/07/2021,,,,,,,,,,,,,,,,,
727282,,28/07/2021,,,,,,,,,,,,,,,,,
727283,,28/07/2021,,,,,,,,,,,,,,,,,
727284,,28/07/2021,,,,,,,,,,,,,,,,,
727285,,28/07/2021,,,,,,,,,,,,,,,,,
727286,,28/07/2021,,,,,,,,,,,,,,,,,
727287,,28/07/2021,,,,,,,,,,,,,,,,,
727288,,28/07/2021,,,,,,,,,,,,,,,,,
727289,,28/07/2021,,,,,,,,,,,,,,,,,
727290,,28/07/2021,,,,,,,,,,,,,,,,,
727291,,28/07/2021,,,,,,,,,,,,,,,,,
727292,,28/07/2021,,,,,,,,,,,,,,,,,
727293,,28/07/2021,,,,,,,,,,,,,,,,,
727294,,28/07/2021,,,,,,,,,,,,,,,,,
727295,,28/07/2021,,,,,,,,,,,,,,,,,
727296,,28/07/2021,,,,,,,,,,,,,,,,,
727297,,28/07/2021,,,,,,,,,,,,,,,,,
727298,,28/07/2021,,,,,,,,,,,,,,,,,
727299,,28/07/2021,,,,,,,,,,,,,,,,,
727300,,28/07/2021,,,,,,,,,,,,,,,,,
727301,,28/07/2021,,,,,,,,,,,,,,,,,
727302,,28/07/2021,,,,,,,,,,,,,,,,,
727303,,28/07/2021,,,,,,,,,,,,,,,,,
727304,,28/07/2021,,,,,,,,,,,,,,,,,
727305,,28/07/2021,,,,,,,,,,,,,,,,,
727306,,28/07/2021,,,,,,,,,,,,,,,,,
727307,,28/07/2021,,,,,,,,,,,,,,,,,
727308,,28/07/2021,,,,,,,,,,,,,,,,,
727309,,28/07/2021,,,,,,,,,,,,,,,,,
727310,,28/07/2021,,,,,,,,,,,,,,,,,
727311,,28/07/2021,,,,,,,,,,,,,,,,,
727312,,28/07/2021,,,,,,,,,,,,,,,,,
727313,,28/07/2021,,,,,,,,,,,,,,,,,
727314,,28/07/2021,,,,,,,,,,,,,,,,,
727315,,28/07/2021,,,,,,,,,,,,,,,,,
727316,,28/07/2021,,,,,,,,,,,,,,,,,
727317,,28/07/2021,,,,,,,,,,,,,,,,,
727318,,28/07/2021,,,,,,,,,,,,,,,,,
727319,,28/07/2021,,,,,,,,,,,,,,,,,
727320,,28/07/2021,,,,,,,,,,,,,,,,,
727321,,28/07/2021,,,,,,,,,,,,,,,,,
727322,,28/07/2021,,,,,,,,,,,,,,,,,
727323,,28/07/2021,,,,,,,,,,,,,,,,,
727324,,28/07/2021,,,,,,,,,,,,,,,,,
727325,,28/07/2021,,,,,,,,,,,,,,,,,
727326,,28/07/2021,,,,,,,,,,,,,,,,,
727327,,28/07/2021,,,,,,,,,,,,,,,,,
727328,,28/07/2021,,,,,,,,,,,,,,,,,
727329,,28/07/2021,,,,,,,,,,,,,,,,,
727330,,28/07/2021,,,,,,,,,,,,,,,,,
727331,,28/07/2021,,,,,,,,,,,,,,,,,
727332,,28/07/2021,,,,,,,,,,,,,,,,,
727333,,28/07/2021,,,,,,,,,,,,,,,,,
727334,,28/07/2021,,,,,,,,,,,,,,,,,
727335,,28/07/2021,,,,,,,,,,,,,,,,,
727336,,28/07/2021,,,,,,,,,,,,,,,,,
727337,,28/07/2021,,,,,,,,,,,,,,,,,
727338,,28/07/2021,,,,,,,,,,,,,,,,,
727339,,28/07/2021,,,,,,,,,,,,,,,,,
727340,,28/07/2021,,,,,,,,,,,,,,,,,
727341,,28/07/2021,,,,,,,,,,,,,,,,,
727342,,28/07/2021,,,,,,,,,,,,,,,,,
727343,,28/07/2021,,,,,,,,,,,,,,,,,
727344,,28/07/2021,,,,,,,,,,,,,,,,,
727345,,28/07/2021,,,,,,,,,,,,,,,,,
727346,,28/07/2021,,,,,,,,,,,,,,,,,
727347,,28/07/2021,,,,,,,,,,,,,,,,,
727348,,28/07/2021,,,,,,,,,,,,,,,,,
727349,,28/07/2021,,,,,,,,,,,,,,,,,
727350,,28/07/2021,,,,,,,,,,,,,,,,,
727351,,28/07/2021,,,,,,,,,,,,,,,,,
727352,,28/07/2021,,,,,,,,,,,,,,,,,
727353,,28/07/2021,,,,,,,,,,,,,,,,,
727354,,28/07/2021,,,,,,,,,,,,,,,,,
727355,,28/07/2021,,,,,,,,,,,,,,,,,
727356,,28/07/2021,,,,,,,,,,,,,,,,,
727357,,28/07/2021,,,,,,,,,,,,,,,,,
727358,,28/07/2021,,,,,,,,,,,,,,,,,
727359,,28/07/2021,,,,,,,,,,,,,,,,,
727360,,28/07/2021,,,,,,,,,,,,,,,,,
727361,,28/07/2021,,,,,,,,,,,,,,,,,
727362,,28/07/2021,,,,,,,,,,,,,,,,,
727363,,28/07/2021,,,,,,,,,,,,,,,,,
727364,,28/07/2021,,,,,,,,,,,,,,,,,
727365,,28/07/2021,,,,,,,,,,,,,,,,,
727366,,28/07/2021,,,,,,,,,,,,,,,,,
727367,,28/07/2021,,,,,,,,,,,,,,,,,
727368,,28/07/2021,,,,,,,,,,,,,,,,,
727369,,28/07/2021,,,,,,,,,,,,,,,,,
727370,,28/07/2021,,,,,,,,,,,,,,,,,
727371,,28/07/2021,,,,,,,,,,,,,,,,,
727372,,28/07/2021,,,,,,,,,,,,,,,,,
727373,,28/07/2021,,,,,,,,,,,,,,,,,
727374,,28/07/2021,,,,,,,,,,,,,,,,,
727375,,28/07/2021,,,,,,,,,,,,,,,,,
727376,,28/07/2021,,,,,,,,,,,,,,,,,
727377,,28/07/2021,,,,,,,,,,,,,,,,,
727378,,28/07/2021,,,,,,,,,,,,,,,,,
727379,,28/07/2021,,,,,,,,,,,,,,,,,
727380,,28/07/2021,,,,,,,,,,,,,,,,,
727381,,28/07/2021,,,,,,,,,,,,,,,,,
727382,,28/07/2021,,,,,,,,,,,,,,,,,
727383,,28/07/2021,,,,,,,,,,,,,,,,,
727384,,28/07/2021,,,,,,,,,,,,,,,,,
727385,,28/07/2021,,,,,,,,,,,,,,,,,
727386,,28/07/2021,,,,,,,,,,,,,,,,,
727387,,28/07/2021,,,,,,,,,,,,,,,,,
727388,,28/07/2021,,,,,,,,,,,,,,,,,
727389,,28/07/2021,,,,,,,,,,,,,,,,,
727390,,28/07/2021,,,,,,,,,,,,,,,,,
727391,,28/07/2021,,,,,,,,,,,,,,,,,
727392,,28/07/2021,,,,,,,,,,,,,,,,,
727393,,28/07/2021,,,,,,,,,,,,,,,,,
727394,,28/07/2021,,,,,,,,,,,,,,,,,
727395,,28/07/2021,,,,,,,,,,,,,,,,,
727396,,28/07/2021,,,,,,,,,,,,,,,,,
727397,,28/07/2021,,,,,,,,,,,,,,,,,
727398,,28/07/2021,,,,,,,,,,,,,,,,,
727399,,28/07/2021,,,,,,,,,,,,,,,,,
727400,,28/07/2021,,,,,,,,,,,,,,,,,
727401,,28/07/2021,,,,,,,,,,,,,,,,,
727402,,28/07/2021,,,,,,,,,,,,,,,,,
727403,,28/07/2021,,,,,,,,,,,,,,,,,
727404,,28/07/2021,,,,,,,,,,,,,,,,,
727405,,28/07/2021,,,,,,,,,,,,,,,,,
727406,,28/07/2021,,,,,,,,,,,,,,,,,
727407,,28/07/2021,,,,,,,,,,,,,,,,,
727408,,28/07/2021,,,,,,,,,,,,,,,,,
727409,,28/07/2021,,,,,,,,,,,,,,,,,
727410,,28/07/2021,,,,,,,,,,,,,,,,,
727411,,28/07/2021,,,,,,,,,,,,,,,,,
727412,,28/07/2021,,,,,,,,,,,,,,,,,
727413,,28/07/2021,,,,,,,,,,,,,,,,,
727414,,28/07/2021,,,,,,,,,,,,,,,,,
727415,,28/07/2021,,,,,,,,,,,,,,,,,
727416,,28/07/2021,,,,,,,,,,,,,,,,,
727417,,28/07/2021,,,,,,,,,,,,,,,,,
727418,,28/07/2021,,,,,,,,,,,,,,,,,
727419,,28/07/2021,,,,,,,,,,,,,,,,,
727420,,28/07/2021,,,,,,,,,,,,,,,,,
727421,,28/07/2021,,,,,,,,,,,,,,,,,
727422,,28/07/2021,,,,,,,,,,,,,,,,,
727423,,28/07/2021,,,,,,,,,,,,,,,,,
727424,,28/07/2021,,,,,,,,,,,,,,,,,
727425,,28/07/2021,,,,,,,,,,,,,,,,,
727426,,28/07/2021,,,,,,,,,,,,,,,,,
727427,,28/07/2021,,,,,,,,,,,,,,,,,
727428,,28/07/2021,,,,,,,,,,,,,,,,,
727429,,28/07/2021,,,,,,,,,,,,,,,,,
727430,,28/07/2021,,,,,,,,,,,,,,,,,
727431,,28/07/2021,,,,,,,,,,,,,,,,,
727432,,28/07/2021,,,,,,,,,,,,,,,,,
727433,,28/07/2021,,,,,,,,,,,,,,,,,
727434,,28/07/2021,,,,,,,,,,,,,,,,,
727435,,28/07/2021,,,,,,,,,,,,,,,,,
727436,,28/07/2021,,,,,,,,,,,,,,,,,
727437,,28/07/2021,,,,,,,,,,,,,,,,,
727438,,28/07/2021,,,,,,,,,,,,,,,,,
727439,,28/07/2021,,,,,,,,,,,,,,,,,
727440,,28/07/2021,,,,,,,,,,,,,,,,,
727441,,28/07/2021,,,,,,,,,,,,,,,,,
727442,,28/07/2021,,,,,,,,,,,,,,,,,
727443,,28/07/2021,,,,,,,,,,,,,,,,,
727444,,28/07/2021,,,,,,,,,,,,,,,,,
727445,,28/07/2021,,,,,,,,,,,,,,,,,
727446,,28/07/2021,,,,,,,,,,,,,,,,,
727447,,28/07/2021,,,,,,,,,,,,,,,,,
727448,,28/07/2021,,,,,,,,,,,,,,,,,
727449,,28/07/2021,,,,,,,,,,,,,,,,,
727450,,28/07/2021,,,,,,,,,,,,,,,,,
727451,,28/07/2021,,,,,,,,,,,,,,,,,
727452,,28/07/2021,,,,,,,,,,,,,,,,,
727453,,28/07/2021,,,,,,,,,,,,,,,,,
727454,,28/07/2021,,,,,,,,,,,,,,,,,
727455,,28/07/2021,,,,,,,,,,,,,,,,,
727456,,28/07/2021,,,,,,,,,,,,,,,,,
727457,,28/07/2021,,,,,,,,,,,,,,,,,
727458,,28/07/2021,,,,,,,,,,,,,,,,,
727459,,28/07/2021,,,,,,,,,,,,,,,,,
727460,,28/07/2021,,,,,,,,,,,,,,,,,
727461,,28/07/2021,,,,,,,,,,,,,,,,,
727462,,28/07/2021,,,,,,,,,,,,,,,,,
727463,,28/07/2021,,,,,,,,,,,,,,,,,
727464,,28/07/2021,,,,,,,,,,,,,,,,,
727465,,28/07/2021,,,,,,,,,,,,,,,,,
727466,,28/07/2021,,,,,,,,,,,,,,,,,
727467,,28/07/2021,,,,,,,,,,,,,,,,,
727468,,28/07/2021,,,,,,,,,,,,,,,,,
727469,,28/07/2021,,,,,,,,,,,,,,,,,
727470,,28/07/2021,,,,,,,,,,,,,,,,,
727471,,28/07/2021,,,,,,,,,,,,,,,,,
727472,,28/07/2021,,,,,,,,,,,,,,,,,
727473,,28/07/2021,,,,,,,,,,,,,,,,,
727474,,28/07/2021,,,,,,,,,,,,,,,,,
727475,,28/07/2021,,,,,,,,,,,,,,,,,
727476,,28/07/2021,,,,,,,,,,,,,,,,,
727477,,28/07/2021,,,,,,,,,,,,,,,,,
727478,,28/07/2021,,,,,,,,,,,,,,,,,
727479,,28/07/2021,,,,,,,,,,,,,,,,,
727480,,28/07/2021,,,,,,,,,,,,,,,,,
727481,,28/07/2021,,,,,,,,,,,,,,,,,
727482,,28/07/2021,,,,,,,,,,,,,,,,,
727483,,28/07/2021,,,,,,,,,,,,,,,,,
727484,,28/07/2021,,,,,,,,,,,,,,,,,
727485,,28/07/2021,,,,,,,,,,,,,,,,,
727486,,28/07/2021,,,,,,,,,,,,,,,,,
727487,,28/07/2021,,,,,,,,,,,,,,,,,
727488,,28/07/2021,,,,,,,,,,,,,,,,,
727489,,28/07/2021,,,,,,,,,,,,,,,,,
727490,,28/07/2021,,,,,,,,,,,,,,,,,
727491,,28/07/2021,,,,,,,,,,,,,,,,,
727492,,28/07/2021,,,,,,,,,,,,,,,,,
727493,,28/07/2021,,,,,,,,,,,,,,,,,
727494,,28/07/2021,,,,,,,,,,,,,,,,,
727495,,28/07/2021,,,,,,,,,,,,,,,,,
727496,,28/07/2021,,,,,,,,,,,,,,,,,
727497,,28/07/2021,,,,,,,,,,,,,,,,,
727498,,28/07/2021,,,,,,,,,,,,,,,,,
727499,,28/07/2021,,,,,,,,,,,,,,,,,
727500,,28/07/2021,,,,,,,,,,,,,,,,,
727501,,28/07/2021,,,,,,,,,,,,,,,,,
727502,,28/07/2021,,,,,,,,,,,,,,,,,
727503,,28/07/2021,,,,,,,,,,,,,,,,,
727504,,28/07/2021,,,,,,,,,,,,,,,,,
727505,,28/07/2021,,,,,,,,,,,,,,,,,
727506,,28/07/2021,,,,,,,,,,,,,,,,,
727507,,28/07/2021,,,,,,,,,,,,,,,,,
727508,,28/07/2021,,,,,,,,,,,,,,,,,
727509,,28/07/2021,,,,,,,,,,,,,,,,,
727510,,28/07/2021,,,,,,,,,,,,,,,,,
727511,,28/07/2021,,,,,,,,,,,,,,,,,
727512,,28/07/2021,,,,,,,,,,,,,,,,,
727513,,28/07/2021,,,,,,,,,,,,,,,,,
727514,,28/07/2021,,,,,,,,,,,,,,,,,
727515,,28/07/2021,,,,,,,,,,,,,,,,,
727516,,28/07/2021,,,,,,,,,,,,,,,,,
727517,,28/07/2021,,,,,,,,,,,,,,,,,
727518,,28/07/2021,,,,,,,,,,,,,,,,,
727519,,28/07/2021,,,,,,,,,,,,,,,,,
727520,,28/07/2021,,,,,,,,,,,,,,,,,
727521,,28/07/2021,,,,,,,,,,,,,,,,,
727522,,28/07/2021,,,,,,,,,,,,,,,,,
727523,,28/07/2021,,,,,,,,,,,,,,,,,
727524,,28/07/2021,,,,,,,,,,,,,,,,,
727525,,28/07/2021,,,,,,,,,,,,,,,,,
727526,,28/07/2021,,,,,,,,,,,,,,,,,
727527,,28/07/2021,,,,,,,,,,,,,,,,,
727528,,28/07/2021,,,,,,,,,,,,,,,,,
727529,,28/07/2021,,,,,,,,,,,,,,,,,
727530,,28/07/2021,,,,,,,,,,,,,,,,,
727531,,28/07/2021,,,,,,,,,,,,,,,,,
727532,,28/07/2021,,,,,,,,,,,,,,,,,
727533,,28/07/2021,,,,,,,,,,,,,,,,,
727534,,28/07/2021,,,,,,,,,,,,,,,,,
727535,,28/07/2021,,,,,,,,,,,,,,,,,
727536,,28/07/2021,,,,,,,,,,,,,,,,,
727537,,28/07/2021,,,,,,,,,,,,,,,,,
727538,,28/07/2021,,,,,,,,,,,,,,,,,
727539,,28/07/2021,,,,,,,,,,,,,,,,,
727540,,28/07/2021,,,,,,,,,,,,,,,,,
727541,,28/07/2021,,,,,,,,,,,,,,,,,
727542,,28/07/2021,,,,,,,,,,,,,,,,,
727543,,28/07/2021,,,,,,,,,,,,,,,,,
727544,,28/07/2021,,,,,,,,,,,,,,,,,
727545,,28/07/2021,,,,,,,,,,,,,,,,,
727546,,28/07/2021,,,,,,,,,,,,,,,,,
727547,,28/07/2021,,,,,,,,,,,,,,,,,
727548,,28/07/2021,,,,,,,,,,,,,,,,,
727549,,28/07/2021,,,,,,,,,,,,,,,,,
727550,,28/07/2021,,,,,,,,,,,,,,,,,
727551,,28/07/2021,,,,,,,,,,,,,,,,,
727552,,28/07/2021,,,,,,,,,,,,,,,,,
727553,,28/07/2021,,,,,,,,,,,,,,,,,
727554,,28/07/2021,,,,,,,,,,,,,,,,,
727555,,28/07/2021,,,,,,,,,,,,,,,,,
727556,,28/07/2021,,,,,,,,,,,,,,,,,
727557,,28/07/2021,,,,,,,,,,,,,,,,,
727558,,28/07/2021,,,,,,,,,,,,,,,,,
727559,,28/07/2021,,,,,,,,,,,,,,,,,
727560,,28/07/2021,,,,,,,,,,,,,,,,,
727561,,28/07/2021,,,,,,,,,,,,,,,,,
727562,,28/07/2021,,,,,,,,,,,,,,,,,
727563,,28/07/2021,,,,,,,,,,,,,,,,,
727564,,28/07/2021,,,,,,,,,,,,,,,,,
727565,,28/07/2021,,,,,,,,,,,,,,,,,
727566,,28/07/2021,,,,,,,,,,,,,,,,,
727567,,28/07/2021,,,,,,,,,,,,,,,,,
